acc_x,acc_y,acc_z,lr_vel,lr_dir,ud_vel,ud_dir
88,-3,561,,,,
36,44,1321,,,,
6,-21,578,,,,
-20,-17,820,,,,
117,-53,902,,,,
44,-15,813,,,,
49,-10,1560,,,,
50,-16,959,,,,
-3,-28,686,,,,
30,-52,916,,,,
8,10,1148,,,,
13,-52,1318,,,,
85,-18,1159,,,,
78,-10,1052,,,,
29,-20,1569,,,,
79,-4,754,,,,
28,-16,1151,,,,
112,-47,379,,,,
-12,-1,1067,,,,
-36,-3,1670,,,,
26,29,1183,,,,
73,-58,733,,,,
-30,20,1296,,,,
56,-1,1216,,,,
70,-32,1004,,,,
34,-15,966,,,,
15,1,1108,,,,
-5,-108,1196,,,,
-94,9,1024,,,,
-16,0,761,,,,
-70,16,673,,,,
-24,-3,528,,,,
-33,-54,1272,,,,
24,-46,865,,,,
-53,-67,1057,,,,
-34,-65,822,,,,
24,-25,839,,,,
11,-12,1115,,,,
-1,46,1394,,,,
-39,-117,700,,,,
15,-44,1493,,,,
-10,-79,-20,,,,
67,2,66,,,,
-39,7,1831,,,,
-56,-80,653,,,,
-116,43,788,,,,
-36,-45,1832,,,,
-29,-75,783,,,,
-17,25,1123,,,,
-9,39,1006,,,,
-23,-22,1406,,,,
-48,-96,1520,,,,
-62,-65,482,,,,
-13,38,891,,,,
-43,-29,533,,,,
-61,-26,345,,,,
-46,-21,626,,,,
-1,0,1109,,,,
-105,-64,555,,,,
-121,23,1519,,,,
53,31,1299,,,,
8,8,2009,,,,
-61,-38,431,,,,
3,-35,841,,,,
4,-29,483,,,,
9,-4,1043,,,,
-79,-91,901,,,,
-37,-77,1236,,,,
-45,4,1002,,,,
11,-30,1060,,,,
-51,-18,858,,,,
-28,-29,585,,,,
-66,-38,1218,,,,
-26,43,983,,,,
-24,29,1557,,,,
-80,13,747,,,,
-20,10,953,,,,
6,-17,1390,,,,
27,-17,982,,,,
-42,-15,471,,,,
-17,-12,1072,,,,
-43,-15,1278,,,,
-68,-1,1255,,,,
-39,1,1034,,,,
-82,-40,1160,,,,
3,-14,898,,,,
-23,-15,973,,,,
-35,-20,1125,,,,
-68,0,934,,,,
-106,-30,1173,,,,
-79,-74,769,,,,
-2,-25,649,,,,
-58,26,1011,,,,
-41,9,569,,,,
-26,-33,958,,,,
-17,-8,745,,,,
-50,44,1224,,,,
-5,42,901,,,,
-18,-7,1151,,,,
5,12,1180,,,,
-77,-6,741,,,,
-28,3,1015,,,,
0,-13,1607,,,,
-22,-2,889,,,,
-35,-52,1557,,,,
-51,-16,535,,,,
-23,33,402,,,,
-18,-47,1300,,,,
11,11,1493,,,,
-14,-1,997,,,,
-62,-32,956,,,,
-88,9,1178,,,,
-31,-39,915,,,,
-44,20,855,,,,
-11,29,789,,,,
-56,-60,678,,,,
-25,12,1002,,,,
-79,19,1468,,,,
12,8,459,,,,
-31,-11,490,,,,
-107,-12,944,,,,
20,-18,500,,,,
-60,-30,266,,,,
-124,25,1485,,,,
-98,17,417,,,,
-18,-34,318,,,,
-75,-42,941,,,,
-81,-56,327,,,,
-61,-44,112,,,,
-129,-3,1127,,,,
-55,3,510,,,,
-64,-3,1447,,,,
-51,-12,797,,,,
-49,53,778,,,,
-37,47,1307,,,,
-102,11,1214,,,,
-42,0,456,,,,
-28,-39,958,,,,
-87,16,1270,,,,
-8,-7,1138,,,,
-78,-14,702,,,,
9,0,725,,,,
-17,-33,106,,,,
-4,-18,1196,,,,
3,-35,418,,,,
-7,8,269,,,,
-48,32,1624,,,,
-95,-34,756,,,,
-131,-60,611,,,,
-74,-51,1007,,,,
-26,-51,632,,,,
-38,44,1354,,,,
-43,-2,982,,,,
-37,-40,850,,,,
-82,35,1000,,,,
-40,-60,807,,,,
-48,-49,649,,,,
-59,-38,1565,,,,
-81,-5,1035,,,,
-45,-35,1275,,,,
-36,-34,907,,,,
-11,-59,735,,,,
-93,-2,1538,,,,
-101,-40,718,,,,
-5,10,611,,,,
-112,18,1657,,,,
-23,-26,416,,,,
-95,-34,1852,,,,
7,-13,1072,,,,
-107,-3,1445,,,,
-63,-11,859,,,,
-56,-10,742,,,,
-37,7,1469,,,,
-24,19,1255,,,,
-56,24,1277,,,,
-12,-2,1032,,,,
-120,-27,1530,,,,
3,8,428,,,,
-101,41,981,,,,
-74,39,1225,,,,
-102,-1,1312,,,,
-84,24,1658,,,,
26,-37,626,,,,
-72,48,1527,,,,
-64,26,1405,,,,
-18,25,916,,,,
-2,22,1327,,,,
-36,60,1395,,,,
-24,24,1297,,,,
-45,16,1006,,,,
-22,-1,1275,,,,
-47,-44,1228,,,,
-26,-41,274,,,,
-103,-66,1818,,,,
-54,18,320,,,,
-110,56,1268,,,,
-20,40,274,,,,
-55,46,970,,,,
-138,14,1453,,,,
-68,8,886,,,,
-103,-12,1412,,,,
-55,62,1443,,,,
-10,18,1036,,,,
-84,2,1106,,,,
-73,51,737,,,,
55,2,561,,,,
-23,18,1540,,,,
-13,-9,475,,,,
-169,-15,1317,,,,
-30,13,682,,,,
-93,-21,1243,,,,
-17,-52,654,,,,
-70,-12,143,,,,
-91,-21,1519,,,,
-40,0,893,,,,
-36,-14,561,,,,
-138,-40,1086,,,,
-106,-32,196,,,,
-23,-7,461,,,,
-53,-24,911,,,,
-106,-12,678,,,,
-23,21,853,,,,
-82,-8,1271,,,,
-99,-28,491,,,,
33,22,874,,,,
-44,-6,1338,,,,
-82,0,882,,,,
-69,1,951,,,,
-98,15,1414,,,,
-130,12,1115,,,,
-44,21,671,,,,
-49,22,1416,,,,
-186,-70,476,,,,
-62,0,20,,,,
-108,2,1800,,,,
-50,28,694,,,,
-33,6,1004,,,,
-101,33,1593,,,,
-51,-16,595,,,,
-54,-27,1450,,,,
-92,18,1024,,,,
-53,25,887,,,,
-108,32,1236,,,,
-39,-2,574,,,,
-61,-4,1022,,,,
-84,-20,732,,,,
-88,23,645,,,,
-103,45,1449,,,,
-72,40,1029,,,,
-108,0,1186,,,,
-136,0,734,,,,
-114,-3,962,,,,
-146,-40,841,,,,
-80,18,859,,,,
-133,32,1292,,,,
-79,15,918,,,,
-105,-22,1120,,,,
-129,-8,1017,,,,
-107,-18,802,,,,
-108,16,1316,,,,
-102,-27,929,,,,
-136,-5,997,,,,
-79,17,1043,,,,
-120,-15,998,,,,
-75,-9,1096,,,,
-98,-5,1027,,,,
-129,-10,1131,,,,
-104,-8,953,,,,
-94,-30,1061,,,,
-119,-16,819,,,,
-184,-25,946,,,,
-116,-15,956,,,,
-97,-25,792,,,,
-108,0,1262,,,,
-121,9,937,,,,
-123,9,1183,,,,
-71,3,1013,,,,
-167,1,1147,,,,
-127,-10,1076,,,,
-134,-34,951,,,,
-156,-36,1065,,,,
-142,-16,943,,,,
-106,-27,1075,,,,
-131,-41,1071,,,,
-95,-45,892,,,,
-122,-43,1014,,,,
-157,-54,951,,,,
-155,-55,1036,,,,
-137,-62,965,,,,
-151,-60,981,,,,
-125,-60,1015,,,,
-116,-67,960,,,,
-132,-74,1012,,,,
-129,-82,1020,,,,
-118,-118,985,,,,
-50,-83,986,,,,
30,10,1011,,,,
-24,-35,999,,,,
19,-4,984,,,,
-10,-18,1001,,,,
7,-14,988,,,,
-6,-23,1008,,,,
5,-9,1000,,,,
-12,-18,1002,,,,
-209,-10,1072,,,,
-163,-26,1009,,,,
-81,-25,996,,,,
-6,-13,990,,,,
23,-3,990,,,,
46,-1,992,,,,
39,-7,1026,,,,
2,-8,987,,,,
-5,-19,1015,,,,
-11,-22,1001,,,,
3,-16,998,,,,
-2,-13,1023,,,,
-2,-1,987,,,,
0,-4,1014,,,,
6,-8,1012,,,,
24,0,1009,,,,
53,-1,994,,,,
39,9,1009,,,,
28,6,999,,,,
24,-6,1007,,,,
26,0,1004,,,,
24,-9,991,,,,
23,-11,997,,,,
-9,72,1019,,,,
38,-20,958,,,,
39,-10,993,,,,
1,38,1045,,,,
1,2,951,,,,
-17,-21,1035,,,,
-3,3,987,,,,
63,-9,1006,,,,
25,-2,998,,,,
22,-11,986,,,,
-11,-2,992,,,,
7,-21,998,,,,
13,-26,1014,,,,
38,-38,1003,,,,
55,-52,993,,,,
52,-54,998,,,,
36,-50,1022,,,,
39,-42,997,,,,
25,-45,1007,,,,
21,-34,1000,,,,
23,-28,1000,,,,
9,-25,994,,,,
14,-22,995,,,,
3,-20,997,,,,
10,-18,1004,,,,
4,-21,997,,,,
14,-26,1006,,,,
17,-24,996,,,,
10,-17,1001,,,,
10,-20,1001,,,,
15,-15,1003,,,,
12,-13,998,,,,
16,-12,1003,,,,
12,-16,999,,,,
20,-14,998,,,,
20,-12,1000,,,,
14,-14,994,,,,
10,-15,1000,,,,
12,-14,995,,,,
11,-9,1003,,,,
2,-10,1001,,,,
1,-13,996,,,,
4,-14,1001,,,,
5,-11,1001,,,,
5,-17,998,,,,
3,-11,996,,,,
2,-6,996,,,,
-1,-14,995,,,,
-2,-12,1001,,,,
-1,-17,1003,,,,
-2,-15,1002,,,,
-2,-19,1001,,,,
0,-21,996,,,,
-3,-20,998,,,,
7,-13,991,,,,
0,-20,1001,,,,
8,-18,990,,,,
7,-16,994,,,,
6,-10,1002,,,,
13,-14,997,,,,
8,-15,1001,,,,
11,-10,1005,,,,
11,-5,996,,,,
22,0,996,,,,
14,-11,996,,,,
16,-5,998,,,,
17,-5,996,,,,
5,-14,996,,,,
11,-4,1002,,,,
12,0,1002,,,,
12,-6,994,,,,
13,-6,999,,,,
3,-4,996,,,,
14,-9,1001,,,,
15,-19,992,,,,
10,-21,998,,,,
20,-17,998,,,,
17,-15,1000,,,,
18,-11,997,,,,
6,-11,1002,,,,
4,-12,994,,,,
8,-10,1002,,,,
13,-4,1002,,,,
3,-10,999,,,,
11,-13,993,,,,
14,-25,999,,,,
17,-23,1002,,,,
22,-24,998,,,,
14,-27,1006,,,,
9,-28,999,,,,
11,-26,1002,,,,
4,-23,1001,,,,
8,-19,998,,,,
10,-20,996,,,,
3,-24,997,,,,
4,-25,997,,,,
5,-28,1001,,,,
6,-25,998,,,,
3,-22,1000,,,,
4,-22,1001,,,,
13,-22,997,,,,
7,-17,1001,,,,
5,-15,1001,,,,
8,-17,1000,,,,
9,-17,998,,,,
10,-15,998,,,,
7,-16,997,,,,
7,-15,998,,,,
5,-16,999,,,,
10,-14,997,,,,
10,-16,999,,,,
10,-15,1002,,,,
7,-13,1001,,,,
11,-16,997,,,,
9,-12,999,,,,
7,-10,1000,,,,
18,-6,996,,,,
40,14,997,,,,
69,0,986,,,,
27,-5,1000,,,,
7,-23,996,,,,
-10,-21,994,,,,
-16,-20,1006,,,,
-14,-19,999,,,,
5,-12,997,,,,
12,-9,996,,,,
19,-10,997,,,,
28,-5,997,,,,
20,-6,1001,,,,
14,-4,998,,,,
6,-13,994,,,,
-15,-29,1010,,,,
-44,-36,1000,,,,
-24,-28,1001,,,,
-1,-24,997,,,,
6,-15,996,,,,
16,-5,996,,,,
20,-1,996,,,,
26,6,994,,,,
29,-4,997,,,,
23,-11,999,,,,
9,-15,1003,,,,
1,-21,997,,,,
-2,-21,999,,,,
2,-21,996,,,,
0,-19,999,,,,
1,-25,1001,,,,
3,-19,999,,,,
0,-17,1000,,,,
3,-16,1000,,,,
10,-15,1002,,,,
4,-18,1002,,,,
2,-22,998,,,,
0,-25,999,,,,
-2,-22,997,,,,
7,-15,997,,,,
7,-14,997,,,,
6,-16,997,,,,
7,-15,1001,,,,
5,-15,998,,,,
8,-13,1000,,,,
6,-14,998,,,,
10,-15,1003,,,,
7,-9,1002,,,,
9,-12,998,,,,
6,-15,1000,,,,
10,-12,999,,,,
8,-13,998,,,,
9,-17,1000,,,,
9,-15,999,,,,
8,-19,1003,,,,
7,-16,997,,,,
5,-14,995,,,,
10,-13,998,,,,
7,-17,1001,,,,
6,-15,999,,,,
7,-14,1002,,,,
11,-11,997,,,,
7,-14,998,,,,
6,-17,1001,,,,
5,-14,997,,,,
8,-13,998,,,,
0,-16,1004,,,,
11,-21,992,,,,
11,-9,996,,,,
8,-17,998,,,,
9,-13,1001,,,,
8,-15,1001,,,,
6,-14,1000,,,,
5,-13,998,,,,
8,-13,1000,,,,
8,-15,1001,,,,
8,-14,999,,,,
6,-13,1000,,,,
11,-16,996,,,,
10,-18,995,,,,
10,-11,998,,,,
6,-14,995,,,,
9,-11,996,,,,
4,-14,998,,,,
6,-14,1001,,,,
7,-13,997,,,,
9,-12,1000,,,,
8,-15,1002,,,,
11,-14,1001,,,,
7,-15,998,,,,
9,-12,1001,,,,
8,-12,1000,,,,
5,-12,997,,,,
8,-15,1002,,,,
7,-14,1000,,,,
7,-14,1001,,,,
5,-12,999,,,,
9,-12,1000,,,,
7,-15,1003,,,,
10,-18,997,,,,
6,-17,1001,,,,
7,-13,999,,,,
9,-17,1000,,,,
10,-14,999,,,,
5,-13,1006,,,,
1,-13,1002,,,,
13,-11,996,,,,
1,-20,995,,,,
19,-16,1003,,,,
4,-17,1005,,,,
11,-9,1000,,,,
-6,-19,999,,,,
12,-13,998,,,,
3,-12,1002,,,,
14,-12,999,,,,
5,-14,997,,,,
4,-11,1003,,,,
10,-14,999,,,,
4,-18,996,,,,
-11,12,1022,,,,
36,-19,978,,,,
9,-26,988,,,,
-1,-8,994,,,,
10,-24,996,,,,
1,-8,1004,,,,
17,-21,1009,,,,
7,-20,990,,,,
43,-42,1008,,,,
77,-66,1002,,,,
51,-61,1008,,,,
9,-28,1012,,,,
-20,-10,1029,,,,
-25,-1,1010,,,,
-14,-6,1003,,,,
-6,-2,998,,,,
-22,10,1036,,,,
-22,33,1090,,,,
-13,35,1105,,,,
28,30,1089,,,,
-10,1,698,,,,
-12,-41,697,,,,
37,-77,693,,,,
-47,-46,908,,,,
90,-112,1315,,,,
36,-91,331,,,,
23,9,1320,,,,
35,-19,1092,,,,
57,-85,136,,,,
-8,-45,661,,,,
32,-70,717,,,,
-1,-47,1350,,,,
37,-52,661,,,,
6,-32,1564,,,,
66,-49,741,,,,
51,-31,1176,,,,
80,-43,758,,,,
40,-23,1317,,,,
80,-37,775,,,,
24,-21,1349,,,,
65,-38,791,,,,
33,-30,1251,,,,
49,-39,856,,,,
41,-33,1143,,,,
54,-35,957,,,,
31,-31,1129,,,,
38,-25,914,,,,
36,-34,999,,,,
39,-30,1008,,,,
33,-19,980,,,,
44,-25,1077,,,,
36,-17,940,,,,
40,-28,876,,,,
51,-25,888,,,,
27,-30,1063,,,,
37,-20,854,,,,
28,-15,1186,,,,
48,-15,893,,,,
19,-23,1049,,,,
41,-19,809,,,,
36,-3,1066,,,,
42,-7,924,,,,
24,-14,1138,,,,
47,-23,833,,,,
-5,-22,1133,,,,
33,-23,821,,,,
49,-15,969,,,,
14,-9,1122,,,,
51,-24,934,,,,
30,-8,1053,,,,
16,-13,1090,,,,
54,-3,994,,,,
31,-4,1213,,,,
12,4,1259,,,,
44,-3,908,,,,
19,-13,1096,,,,
35,-1,1064,,,,
-6,-4,1272,,,,
20,-11,1064,,,,
35,-10,936,,,,
18,-1,1336,,,,
39,-10,924,,,,
15,-10,1004,,,,
8,-24,1025,,,,
45,3,972,,,,
35,-2,1011,,,,
19,-21,972,,,,
-6,-22,920,,,,
14,-13,822,,,,
17,-17,957,,,,
-13,-13,1118,,,,
6,-16,819,,,,
11,-31,874,,,,
2,-20,1068,,,,
-3,-25,1001,,,,
27,-34,839,,,,
-2,-20,1127,,,,
-4,-27,1258,,,,
0,-33,1038,,,,
4,-26,743,,,,
1,-19,1092,,,,
-2,-13,893,,,,
-13,-15,1035,,,,
22,-16,782,,,,
4,5,909,,,,
-5,6,1216,,,,
14,1,1144,,,,
33,-10,992,,,,
8,-1,944,,,,
7,1,969,,,,
17,-17,1037,,,,
0,-21,839,,,,
16,-24,884,,,,
0,-20,1053,,,,
-5,-26,985,,,,
9,-17,841,,,,
10,-22,946,,,,
-11,-14,892,,,,
4,-28,1036,,,,
-15,-33,827,,,,
-27,-49,751,,,,
0,-38,1215,,,,
3,-35,941,,,,
-18,-44,868,,,,
-5,-12,1158,,,,
7,-27,753,,,,
5,-17,639,,,,
-2,-16,1040,,,,
2,-11,942,,,,
1,1,786,,,,
8,-4,1040,,,,
5,-5,921,,,,
16,-16,856,,,,
-7,-15,955,,,,
12,-29,1059,,,,
-1,-31,769,,,,
23,-21,792,,,,
0,-26,1106,,,,
1,-27,936,,,,
16,-25,736,,,,
-14,-13,870,,,,
-13,-10,1033,,,,
-6,-9,898,,,,
-9,-9,863,,,,
-14,-12,923,,,,
-3,-14,858,,,,
-18,-12,900,,,,
-15,0,1065,,,,
7,-4,952,,,,
-8,-12,879,,,,
-14,-11,1032,,,,
-7,9,957,,,,
19,6,816,,,,
-11,-25,963,,,,
-21,-19,919,,,,
-34,18,940,,,,
16,29,982,,,,
-18,6,1023,,,,
-45,-11,1001,,,,
-11,-5,988,,,,
-6,8,1064,,,,
-23,22,1053,,,,
-5,36,1086,,,,
-4,1,1009,,,,
-44,-7,949,,,,
-59,-5,1075,,,,
-19,19,1106,,,,
32,45,999,,,,
-12,5,999,,,,
-71,-15,1011,,,,
-53,1,980,,,,
-7,49,1041,,,,
-7,54,1017,,,,
-4,26,998,,,,
-48,-15,976,,,,
-63,-17,938,,,,
-25,12,968,,,,
6,33,1010,,,,
4,24,1030,,,,
-34,0,1007,,,,
-55,-11,981,,,,
-42,7,990,,,,
-18,26,1013,,,,
-15,31,1022,,,,
-25,19,1007,,,,
-40,6,984,,,,
-39,6,983,,,,
-18,16,1006,,,,
20,-23,1007,,,,
-8,-15,981,,,,
17,-20,997,,,,
7,-10,1002,,,,
0,-15,1004,,,,
13,-17,988,,,,
7,-16,996,,,,
3,-16,1006,,,,
11,-9,992,,,,
8,-18,997,,,,
-1,-12,996,,,,
11,-14,1004,,,,
2,-15,994,,,,
10,-19,997,,,,
5,-12,996,,,,
2,-17,1004,,,,
4,-13,998,,,,
11,-13,1001,,,,
8,-11,1001,,,,
6,-15,1000,,,,
13,-14,999,,,,
3,-12,1002,,,,
12,-17,1001,,,,
7,-14,996,,,,
9,-16,1004,,,,
10,-11,992,,,,
6,-16,1001,,,,
4,-18,1000,,,,
10,-12,999,,,,
6,-18,996,,,,
7,-18,998,,,,
5,-13,998,,,,
10,-13,1002,,,,
4,-13,997,,,,
6,-18,999,,,,
4,-13,998,,,,
6,-17,996,,,,
7,-12,1000,,,,
5,-13,999,,,,
6,-16,1000,,,,
6,-12,997,,,,
8,-16,997,,,,
9,-16,996,,,,
8,-14,1002,,,,
3,-16,998,,,,
10,-14,998,,,,
10,-15,1001,,,,
6,-15,996,,,,
7,-15,999,,,,
9,-14,1000,,,,
5,-13,1003,,,,
7,-13,999,,,,
9,-10,996,,,,
7,-15,999,,,,
5,-15,1002,,,,
7,-15,1000,,,,
9,-14,999,,,,
5,-14,995,,,,
7,-15,1003,,,,
10,-17,1001,,,,
7,-13,997,,,,
7,-17,999,,,,
4,-15,1000,,,,
7,-14,998,,,,
13,-12,995,,,,
5,-15,996,,,,
4,-15,1002,,,,
8,-14,1005,,,,
10,-10,1000,,,,
4,-13,1004,,,,
7,-16,998,,,,
5,-15,1002,,,,
6,-15,996,,,,
5,-15,991,,,,
9,-15,998,,,,
5,-11,996,,,,
2,-13,993,,,,
8,-13,1002,,,,
7,-13,1004,,,,
12,-15,998,,,,
2,-17,999,,,,
9,-16,997,,,,
8,-15,998,,,,
5,-12,998,,,,
7,-15,996,,,,
9,-19,998,,,,
9,-18,999,,,,
6,-17,996,,,,
9,-18,1001,,,,
10,-12,995,,,,
7,-16,998,,,,
8,-15,1000,,,,
11,-16,998,,,,
6,-15,998,,,,
8,-15,1000,,,,
5,-14,999,,,,
8,-13,993,,,,
6,-15,998,,,,
7,-15,998,,,,
2,-17,999,,,,
11,-15,998,,,,
5,-16,1001,,,,
6,-14,999,,,,
12,-15,997,,,,
6,-15,994,,,,
6,-15,997,,,,
5,-13,1001,,,,
6,-15,996,,,,
7,-16,998,,,,
10,-18,997,,,,
6,-15,998,,,,
3,-15,1001,,,,
8,-15,999,,,,
4,-14,1002,,,,
6,-16,997,,,,
5,-18,994,,,,
8,-16,997,,,,
5,-11,999,,,,
6,-18,996,,,,
4,-15,998,,,,
10,-16,999,,,,
6,-15,1000,,,,
4,-15,999,,,,
6,-13,997,,,,
6,-14,997,,,,
8,-18,1000,,,,
6,-16,1000,,,,
6,-15,997,,,,
9,-16,999,,,,
4,-14,995,,,,
5,-14,999,,,,
6,-11,997,,,,
6,-15,997,,,,
9,-15,999,,,,
6,-15,997,,,,
6,-15,996,,,,
9,-16,995,,,,
9,-15,998,,,,
8,-14,1001,,,,
8,-16,996,,,,
5,-17,994,,,,
9,-17,998,,,,
5,-14,997,,,,
6,-14,996,,,,
5,-17,999,,,,
4,-17,997,,,,
9,-15,997,,,,
3,-15,996,,,,
6,-15,997,,,,
6,-15,1002,,,,
5,-13,996,,,,
6,-11,995,,,,
8,-15,1000,,,,
5,-15,1003,,,,
6,-16,994,,,,
6,-17,996,,,,
3,-13,996,,,,
9,-19,995,,,,
5,-17,1000,,,,
10,-14,997,,,,
9,-13,996,,,,
4,-17,999,,,,
8,-13,997,,,,
7,-14,997,,,,
10,-16,999,,,,
4,-13,1001,,,,
10,-15,997,,,,
6,-14,992,,,,
7,-13,1001,,,,
7,-12,999,,,,
7,-18,1001,,,,
7,-13,997,,,,
8,-16,1001,,,,
5,-16,995,,,,
5,-13,993,,,,
4,-15,995,,,,
4,-17,997,,,,
6,-16,993,,,,
8,-13,995,,,,
8,-16,997,,,,
7,-16,997,,,,
2,-16,1002,,,,
7,-16,1000,,,,
7,-14,995,,,,
10,-16,998,,,,
5,-16,995,,,,
3,-16,995,,,,
4,-14,994,,,,
5,-19,998,,,,
7,-15,995,,,,
6,-12,996,,,,
8,-15,998,,,,
6,-14,997,,,,
8,-15,1000,,,,
5,-17,996,,,,
9,-19,999,,,,
10,-13,999,,,,
7,-17,997,,,,
8,-14,998,,,,
5,-16,997,,,,
3,-15,994,,,,
10,-16,993,,,,
8,-15,996,,,,
10,-15,997,,,,
8,-16,1002,,,,
7,-18,996,,,,
7,-13,999,,,,
8,-17,1003,,,,
5,-16,1001,,,,
7,-13,1000,,,,
7,-13,996,,,,
8,-12,998,,,,
6,-16,1000,,,,
7,-16,996,,,,
4,-14,996,,,,
6,-15,1001,,,,
9,-15,1002,,,,
5,-13,997,,,,
4,-13,996,,,,
11,-15,998,,,,
7,-13,994,,,,
7,-13,993,,,,
7,-15,997,,,,
4,-16,998,,,,
7,-13,994,,,,
4,-17,996,,,,
6,-13,995,,,,
4,-13,1001,,,,
3,-16,996,,,,
7,-15,994,,,,
9,-16,999,,,,
4,-14,994,,,,
7,-15,999,,,,
5,-15,996,,,,
10,-12,997,,,,
4,-15,997,,,,
5,-14,1000,,,,
8,-14,994,,,,
9,-15,1000,,,,
6,-14,1001,,,,
7,-14,997,,,,
8,-14,996,,,,
9,-14,995,,,,
5,-14,996,,,,
6,-10,1003,,,,
7,-18,997,,,,
7,-17,1001,,,,
7,-17,999,,,,
7,-15,994,,,,
4,-13,995,,,,
7,-14,1000,,,,
10,-16,999,,,,
3,-17,996,,,,
7,-15,997,,,,
7,-16,996,,,,
8,-15,997,,,,
6,-15,996,,,,
4,-16,996,,,,
8,-15,997,,,,
9,-14,998,,,,
4,-12,996,,,,
6,-16,995,,,,
14,-14,1000,,,,
5,-15,997,,,,
6,-16,999,,,,
11,-17,996,,,,
10,-15,996,,,,
6,-16,1000,,,,
7,-14,997,,,,
10,-18,991,,,,
6,-14,997,,,,
3,-14,997,,,,
6,-16,997,,,,
5,-13,996,,,,
10,-17,998,,,,
9,-17,1000,,,,
7,-15,998,,,,
8,-16,994,,,,
6,-16,1000,,,,
3,-15,999,,,,
6,-13,996,,,,
6,-12,992,,,,
9,-15,997,,,,
8,-17,993,,,,
8,-16,995,,,,
5,-14,1001,,,,
10,-15,999,,,,
8,-16,998,,,,
6,-15,995,,,,
8,-13,994,,,,
7,-12,998,,,,
5,-18,997,,,,
6,-16,995,,,,
6,-14,994,,,,
7,-16,995,,,,
4,-16,998,,,,
6,-14,994,,,,
7,-14,997,,,,
3,-16,1001,,,,
8,-16,1002,,,,
6,-18,991,,,,
9,-15,991,,,,
5,-16,998,,,,
7,-17,999,,,,
8,-17,995,,,,
8,-15,996,,,,
10,-14,996,,,,
7,-15,999,,,,
10,-15,1001,,,,
5,-15,1000,,,,
9,-13,1000,,,,
5,-17,998,,,,
6,-12,993,,,,
6,-18,994,,,,
7,-16,994,,,,
5,-13,993,,,,
10,-13,994,,,,
4,-13,998,,,,
7,-16,997,,,,
5,-15,998,,,,
5,-14,996,,,,
8,-16,994,,,,
10,-15,995,,,,
6,-17,1000,,,,
5,-15,995,,,,
5,-15,994,,,,
6,-16,995,,,,
5,-14,993,,,,
12,-15,993,,,,
7,-18,1000,,,,
4,-13,999,,,,
7,-14,993,,,,
10,-13,994,,,,
7,-15,998,,,,
6,-18,1000,,,,
6,-18,996,,,,
10,-16,996,,,,
9,-18,993,,,,
6,-16,995,,,,
6,-16,997,,,,
5,-11,992,,,,
4,-17,1001,,,,
4,-14,997,,,,
4,-16,990,,,,
4,-15,998,,,,
9,-16,993,,,,
7,-16,996,,,,
5,-14,996,,,,
7,-15,996,,,,
8,-16,993,,,,
5,-15,999,,,,
4,-12,995,,,,
10,-11,995,,,,
6,-19,997,,,,
9,-14,1000,,,,
10,-15,998,,,,
